Index,Temp,Umid,G320,G295,G270,G245,G220,G195,G170,G145,G120,G100
278,32.97,52.07,555315,857981,1228554,1785528,2708099,4326380,7114199,12249720,25740770,39960976
279,32.97,52.08,557582,847331,1224148,1793738,2708099,4326380,7091106,12249720,25847368,39851628
280,32.97,52.08,554863,847858,1231880,1803214,2708099,4329810,7091106,12235997,25801574,39851628
281,32.97,52.08,557582,854758,1226347,1794917,2702738,4322955,7118836,12263473,25985726,40479308
282,32.95,52.07,557127,851028,1230769,1810387,2713481,4326380,7128127,12332706,25755944,40218472
283,32.96,52.10,554413,848912,1230769,1792560,2702738,4275574,7128127,12291073,25680250,40144564
284,32.96,52.09,553514,846281,1225247,1791384,2700066,4295752,7086505,12222305,25500390,39634716
285,32.97,52.07,554413,844188,1225247,1783196,2689429,4305914,7059026,12147544,25680250,39924460
286,32.96,52.07,551279,841586,1218685,1800835,2650275,4255584,7022718,12154303,25293708,39455748
287,32.96,52.05,550834,845757,1216513,1767040,2663199,4235781,6955636,11946044,25293708,39172744
288,32.96,52.05,548620,839516,1221957,1775081,2660604,4239068,6982314,12080369,25206154,39243112
289,32.96,52.05,552170,846281,1223052,1798463,2671014,4275574,7027236,12127313,25426188,39491412
290,32.97,52.04,552170,849969,1216513,1778550,2692080,4292376,7031760,12100443,25575024,39562932
291,32.96,52.02,550834,846281,1227450,1789037,2684142,4258903,7077322,12291073,25680250,39815308
292,32.97,52.00,555315,847331,1221957,1804405,2716180,4343584,7151462,12374622,25877986,40144564
293,32.96,51.99,555767,851028,1226347,1803214,2713481,4357447,7151462,12332706,26141204,40292652
294,32.97,52.00,557127,852091,1234107,1812790,2713481,4357447,7146783,12374622,26125574,40218472
295,32.96,52.00,556219,854223,1244228,1810387,2735226,4357447,7203342,12430956,26346130,40554456
296,32.97,52.00,558952,861228,1235223,1796097,2746229,4392494,7212855,12438034,26125574,40819684
297,32.97,51.98,558952,854223,1234107,1811588,2729757,4364412,7189118,12346647,26141204,40367108
298,32.97,51.97,558038,854223,1239710,1816408,2735226,4322955,7208095,12374622,25954852,40592132
299,32.97,51.97,556673,853689,1240836,1816408,2727031,4350504,7193853,12487805,26409832,40592132
300,32.98,51.96,559410,853156,1241965,1828571,2746229,4360926,7184390,12381636,26314394,40857856
301,32.97,51.95,557582,856366,1240836,1804405,2721595,4374900,7189118,12487805,26219644,40592132
302,32.97,51.97,557127,855830,1241965,1803214,2721595,4350504,7179667,12304919,25908678,40554456
303,32.96,51.98,559869,851559,1240836,1807989,2724310,4360926,7179667,12360619,25985726,39960976
304,32.97,51.98,556673,849440,1236342,1806793,2729757,4326380,7100325,12353629,25893322,40034208
305,32.97,51.97,554863,849440,1234107,1800835,2716180,4326380,7104944,12291073,25755944,39960976
306,32.97,51.98,553514,846806,1230769,1787866,2692080,4302521,7072739,12215471,25545118,39420152
307,32.97,51.98,556219,846281,1231880,1798463,2686782,4309311,7077322,12291073,25771136,39670704
308,32.96,52.01,552170,848384,1223052,1791384,2692080,4278924,7068162,12284161,25725614,40070928
309,32.96,52.03,553514,842625,1218685,1778550,2686782,4289005,7049914,12107149,25411400,39243112
310,32.95,52.05,553514,843145,1226347,1783196,2681506,4282279,7045366,12093744,25279074,39527140
311,32.96,52.04,551724,845757,1226347,1778550,2681506,4295752,7049914,12080369,25323030,38928424
312,32.97,52.03,551724,850498,1221957,1790210,2700066,4285640,7040825,12201825,25620016,39562932
313,32.97,52.02,553065,850498,1228554,1780870,2700066,4265556,7068162,12147544,25426188,39634716
314,32.97,51.99,551724,842105,1221957,1791384,2689429,4252271,7063592,12154303,25605000,39491412
315,32.99,52.00,554863,845757,1228554,1787866,2702738,4265556,7059026,12134049,25323030,39670704
316,32.99,51.98,551724,849440,1215430,1793738,2668404,4275574,7009198,11959124,25323030,39243112
317,32.99,51.99,552617,841586,1221957,1773928,2652850,4196722,6968950,11919971,25235272,39032756
318,32.97,52.00,551279,846281,1212193,1767040,2663199,4245660,6991252,11919971,24989896,38652904
319,32.97,52.04,508946,723675,959925,1286432,1800835,2604770,4111418,6782860,13548894,20352796
320,32.97,52.04,398909,571588,760067,1060590,1532074,2250550,3604048,6040184,11804035,18321498
321,32.97,52.06,405786,612623,838485,1184842,1732290,2589946,4209661,7104944,14256254,21794480
322,32.98,52.06,430342,649334,895105,1261472,1842141,2771312,4493692,7562428,15391264,23157598
323,32.98,52.07,444637,677025,947271,1340753,1984016,3069314,4923077,8304106,16799794,26188212
324,32.98,52.06,460846,694237,976400,1371735,2052618,3170892,5031941,8551148,17541756,27215946
325,32.98,52.02,469725,712348,1005894,1417301,2096749,3252084,5229492,8965253,18138942,28493914
326,32.98,52.03,476612,722144,1018652,1439719,2126136,3277456,5249600,8928610,18063948,28090870
327,32.99,52.03,470372,704264,971537,1371735,2014756,3104206,4931968,8304106,16877672,26393878
328,32.99,52.01,455313,676354,934946,1293746,1898494,2852368,4654546,7811204,15941620,24721238
329,33.00,52.02,451997,675016,932392,1311140,1923908,2891634,4727063,7941832,16118052,25148120
330,33.01,52.01,450506,677025,934307,1314928,1932076,2888576,4731158,7941832,16023472,24861912
331,33.03,52.01,449912,673684,940096,1318738,1932076,2867343,4690524,7953398,16070623,24890240
332,33.02,51.99,446674,663212,912453,1297434,1889299,2811256,4538504,7663236,15434762,23481190
333,33.33,100.00,441474,653687,0,989133,1509212,2301770,3747484,6279800,12487805,19090008
