Index,Temp,Umid,G320,G295,G270,G245,G220,G195,G170,G145,G120,G100
129,32.95,52.75,598131,929220,1347368,1998536,3121951,4954340,8229030,14359334,30439386,47114308
130,32.96,52.73,597607,921692,1355394,1991249,3114829,4936426,8229030,14368779,30145354,47216140
131,32.94,52.74,599707,921070,1343391,1992702,3114829,4945366,8229030,14340481,30375898,47318412
132,32.94,52.74,599181,921692,1343391,2008828,3114829,4981454,8229030,14340481,30609996,47216140
133,32.96,52.76,596042,924188,1356741,1989798,3114829,4954340,8247672,14359334,30481860,47318412
134,32.95,52.72,598655,923563,1344714,1995615,3125524,4945366,8260146,14349901,30249712,47063556
135,32.96,52.73,597607,922315,1356741,2005877,3118386,4945366,8222836,14340481,30124570,46962380
136,32.96,52.72,598655,921070,1350033,2005877,3138096,4954340,8247672,14359334,30397032,47267220
137,32.96,52.74,595003,922938,1356741,2008828,3118386,4963344,8192000,14435242,30312674,47267220
138,32.96,52.74,599181,922315,1346040,1998536,3121951,4936426,8204306,14349901,30333720,47216140
139,32.96,52.74,595522,921692,1352708,2000000,3105972,4927519,8216650,14454345,30207882,47114308
140,32.96,52.73,599707,926697,1346040,1997075,3116606,4931968,8204306,14397188,30524452,47165168
141,32.96,52.74,596042,921070,1344714,2002934,3121951,4945366,8204306,14359334,30375898,47369716
142,32.95,52.77,596042,924188,1350033,1995615,3118386,4940892,8192000,14359334,30397032,47012912
143,32.93,52.76,597085,926697,1358090,1994158,3125524,4931968,8241448,14340481,30375898,47216140
144,32.92,52.80,596042,920449,1347368,2001466,3114829,4949849,8229030,14473498,30312674,47576044
145,32.93,52.84,598131,924814,1356741,1995615,3130900,4940892,8204306,14340481,30187010,47165168
146,32.93,52.82,599181,929220,1352708,1989798,3113054,4940892,8222836,14416190,30249712,46962380
147,32.92,52.81,595522,922938,1356741,2001466,3114829,4931968,8204306,14256254,30249712,47012912
148,32.92,52.83,596042,919829,1340753,1991249,3118386,4945366,8216650,14387706,30354794,47216140
149,32.92,52.81,592936,921692,1340753,2001466,3104206,4918643,8192000,14378236,30145354,47012912
150,32.95,52.82,596042,921070,1351369,1997075,3105972,4954340,8179730,14274886,30270670,47063556
151,32.92,52.82,595003,919829,1348699,2000000,3109508,4940892,8204306,14378236,30187010,46861636
152,32.91,52.85,596042,921070,1355394,2000000,3120168,4945366,8179730,14274886,30354794,46811428
153,32.91,52.86,596563,918592,1339438,2002934,3116606,4945366,8143141,14256254,30270670,46761328
154,32.91,52.86,595003,921070,1350033,1989798,3114829,4936426,8192000,14274886,30145354,46611664
155,32.93,52.85,595522,922315,1351369,1994158,3114829,4945366,8216650,14293566,30124570,47012912
156,32.92,52.84,596563,926697,1354050,1992702,3123737,4954340,8204306,14359334,30103812,47267220
157,32.92,52.85,597085,922938,1343391,1994158,3111280,4931968,8173610,14312295,30145354,46962380
158,32.94,52.84,594485,921692,1352708,1995615,3109508,4949849,8235235,14359334,30207882,46861636
159,32.93,52.84,597085,917974,1351369,2001466,3090155,4883458,8179730,14274886,30041714,46711332
160,32.95,52.80,595522,919210,1347368,1976834,3098922,4940892,8167498,14340481,30270670,46861636
161,32.95,52.80,596042,917974,1342071,1994158,3105972,4909799,8179730,14293566,30124570,46512420
162,32.95,52.79,598131,919210,1354050,1991249,3120168,4949849,8204306,14265564,30145354,47267220
163,32.95,52.79,597085,921070,1354050,1992702,3114829,4976914,8161395,14312295,30021072,47114308
164,32.95,52.79,591908,920449,1355394,1998536,3088407,4931968,8192000,14265564,30312674,46861636
165,32.95,52.79,597607,925441,1348699,1997075,3105972,4918643,8167498,14293566,30187010,47012912
166,32.95,52.80,595003,921070,1350033,2004404,3098922,4927519,8173610,14265564,30166168,47012912
167,32.96,52.79,593968,919210,1342071,1994158,3116606,4931968,8210474,14302924,30333720,46861636
168,32.96,52.77,599181,921692,1339438,1988350,3090155,4940892,8235235,14256254,30187010,47012912
169,32.94,52.76,596042,927326,1355394,2000000,3095409,4887828,8204306,14256254,30312674,47012912
170,32.95,52.77,598131,917974,1344714,1986903,3114829,4940892,8204306,14359334,30000458,47114308
171,32.95,52.75,598131,919210,1352708,1985458,3102443,4927519,8173610,14321678,30333720,47369716
172,32.95,52.78,594485,919210,1338125,1991249,3123737,4931968,8192000,14321678,30270670,47063556
173,32.95,52.76,597607,920449,1347368,2001466,3100681,4945366,8198148,14340481,30397032,47063556
174,32.96,52.73,598655,928588,1355394,2001466,3114829,4914217,8210474,14293566,30083084,46611664
175,32.96,52.72,596563,922315,1347368,1988350,3104206,4940892,8179730,14293566,30124570,47114308
176,32.93,52.73,595522,921070,1356741,1994158,3120168,4892206,8216650,14397188,30481860,47165168
177,32.91,52.74,596563,923563,1356741,2001466,3113054,4958838,8247672,14359334,30524452,47369716
178,32.92,52.78,597607,924188,1359442,2007351,3120168,4905389,8253904,14378236,30375898,47216140
179,32.92,52.76,597085,925441,1348699,2005877,3127314,4905389,8266398,14284220,30460608,47267220
180,32.92,52.78,598131,925441,1352708,2004404,3125524,4905389,8222836,14435242,30397032,46861636
181,32.92,52.77,597607,923563,1346040,1998536,3130900,4967860,8241448,14387706,30375898,46811428
182,32.92,52.79,597085,929852,1348699,1997075,3114829,4954340,8266398,14378236,30503142,47472656
183,32.91,52.81,596042,922315,1342071,2004404,3113054,4945366,8253904,14340481,30187010,47421128
184,32.89,52.81,595522,932392,1347368,1991249,3147138,4949849,8229030,14349901,30270670,46315196
185,32.88,52.81,598131,922938,1352708,2001466,3104206,4945366,8229030,14406683,30397032,46962380
186,32.89,52.84,599181,924188,1358090,2008828,3130900,4976914,8278929,14406683,30375898,46962380
187,32.91,52.84,599181,926068,1344714,2000000,3125524,4954340,8253904,14378236,30418194,47369716
188,32.92,52.81,598655,927956,1350033,2001466,3141706,4914217,8222836,14340481,30524452,47679884
189,32.93,52.77,597085,922938,1350033,2005877,3111280,4940892,8235235,14302924,30187010,47216140
190,32.93,52.75,598131,929220,1350033,1998536,3132696,4967860,8241448,14511957,30270670,47165168
191,32.95,52.72,597085,927956,1350033,2002934,3105972,4892206,8216650,14359334,30354794,47421128
192,32.96,52.68,596042,919829,1342071,1998536,3109508,4949849,8192000,14284220,30103812,47318412
193,32.96,52.69,596042,926068,1351369,2001466,3111280,4931968,8204306,14550622,30207882,47114308
194,32.95,52.70,596042,930486,1358090,2001466,3132696,4949849,8204306,14483094,30312674,47731972
195,32.96,52.73,599707,923563,1354050,1986903,3109508,4936426,8229030,14256254,30354794,47114308
196,32.96,52.74,596042,924188,1350033,2000000,3102443,4900987,8247672,14444787,30397032,47165168
197,32.95,52.72,597085,922938,1355394,2004404,3139900,4923077,8229030,14359334,30166168,47114308
198,32.95,52.69,598655,926068,1344714,2008828,3116606,4963344,8204306,14416190,30124570,47165168
199,32.96,52.69,596563,927326,1346040,1985458,3121951,4892206,8235235,14321678,30207882,47114308
200,32.96,52.68,597085,924188,1350033,2013271,3114829,4945366,8229030,14331074,30166168,47318412
201,32.96,52.67,599707,927956,1358090,2010307,3097164,4963344,8198148,14378236,30354794,47114308
202,32.96,52.65,598131,923563,1347368,2002934,3118386,4909799,8235235,14492702,30312674,46561988
203,32.97,52.65,597085,922938,1356741,2011788,3125524,4963344,8204306,14359334,30481860,47165168
204,32.97,52.63,596042,929852,1343391,2013271,3109508,4918643,8235235,14378236,30145354,47627908
205,32.95,52.66,598131,929852,1354050,2002934,3109508,4963344,8216650,14397188,30145354,47421128
206,32.95,52.68,597607,924188,1348699,2004404,3121951,4949849,8229030,14293566,30249712,47318412
207,32.92,52.71,597085,924814,1348699,1988350,3118386,4887828,8229030,14359334,30481860,47216140
208,32.95,52.69,597085,919829,1352708,2013271,3114829,4918643,8179730,14378236,30062386,47012912
209,32.95,52.69,597085,921692,1343391,1997075,3095409,4909799,8167498,14378236,30021072,46711332
210,32.95,52.66,596042,917974,1334202,1985458,3090155,4870392,8137074,14081650,29959314,46711332
211,32.94,52.68,592936,909414,1338125,1962626,2996342,4840178,8023506,13955707,29414722,45781348
212,32.94,52.67,589862,911235,1317465,1962626,2986511,4844470,7976631,13964628,29218012,44980096
213,32.94,52.66,590883,910020,1326425,1938935,2989781,4806102,8000000,13893576,29140062,45353632
214,32.93,52.68,589862,905794,1332900,1964037,2989781,4827342,7988298,13893576,29414722,45495316
215,32.95,52.63,592421,905193,1321290,1954198,2967041,4789243,7941832,13840760,28908690,44841600
216,32.96,52.63,587324,903397,1318738,1937559,2963820,4743486,7884504,13797053,28985404,45259668
217,32.93,52.65,584809,900418,1318738,1959809,2944644,4768336,7850503,13641965,28699802,44933836
218,32.93,52.68,585310,899824,1317465,1933444,2944644,4714820,7839234,13633451,28794376,44028216
219,32.93,52.69,582812,894518,1306122,1910448,2910124,4634795,7739254,13473684,28438272,44161724
220,32.93,52.67,577878,889275,1298668,1891917,2894700,4654546,7701058,13415763,28199656,43545516
221,32.95,52.65,579349,889275,1290079,1925264,2897772,4674465,7695632,13374694,28000854,43983892
222,32.96,52.62,579349,894518,1304874,1921201,2916340,4666477,7766770,13407529,28475342,43851456
223,32.98,52.57,580828,891016,1292521,1911785,2900850,4615212,7722838,13415763,28309288,44206408
224,32.97,52.52,578368,893933,1296202,1905116,2888576,4650582,7690214,13325742,28327642,43676108
225,32.97,52.48,579349,889854,1301144,1917154,2907026,4670468,7777830,13591041,28290956,44431188
226,32.98,52.44,580828,900418,1299905,1925264,2913229,4654546,7805622,13616455,28680962,44749744
227,32.98,52.43,582314,896280,1307373,1925264,2919458,4702640,7800048,13523731,28382850,44386048
228,32.99,52.40,581818,895692,1302385,1936185,2935149,4718894,7833612,13676127,29120640,44795624
229,32.99,52.40,582314,898049,1302385,1925264,2941472,4751740,7844864,13676127,28851420,44612660
230,32.99,52.37,582812,895692,1313663,1938935,2944644,4760023,7907336,13814503,29081872,45353632
231,32.99,52.35,585812,901607,1317465,1944458,2954201,4768336,7907336,13770960,29120640,45447988
232,32.99,52.33,586316,898640,1311140,1932076,2967041,4776676,7918802,13814503,29120640,45353632
233,33.00,52.34,585310,901607,1321290,1952801,2970268,4814576,7901616,13693272,29198486,45259668
234,33.00,52.33,587324,897458,1313663,1932076,2947823,4727063,7816794,13676127,28889574,44612660
235,33.00,52.31,586316,901012,1309882,1925264,2919458,4686499,7739254,13473684,28382850,44341000
236,33.00,52.31,578858,895692,1301144,1901137,2879438,4630865,7631113,13285222,27875798,43545516
237,32.99,52.30,575928,885239,1284012,1897175,2867343,4623025,7647141,13358337,27929256,43632492
238,32.99,52.31,573509,883520,1285221,1884085,2870358,4599663,7588698,13173065,27787152,43458884
239,33.00,52.31,573991,882949,1292521,1897175,2888576,4595792,7636448,13269083,27769492,43807488
240,32.98,52.29,576901,890435,1293746,1889299,2894700,4634795,7684803,13415763,28438272,43632492
241,32.99,52.29,574958,886388,1296202,1899814,2888576,4642675,7657864,13244947,27875798,43588960
242,32.99,52.29,576901,887541,1291299,1905116,2897772,4595792,7706491,13317618,28163300,43719812
243,32.99,52.30,576901,893348,1296202,1903788,2897772,4646625,7684803,13350173,28145158,43763608
244,33.00,52.29,576901,886964,1297434,1907778,2900850,4654546,7684803,13277147,28072820,43807488
245,33.00,52.27,576414,888118,1296202,1902462,2894700,4666477,7663236,13424007,28163300,43458884
