Index,Temp,Umid,G320,G295,G270,G245,G220,G195,G170,G145,G120,G100
420,34.63,51.78,216262,342246,500734,680399,956562,1367613,2072874,3360131,6397501,9253883
421,34.63,51.78,214495,340879,499634,684492,957905,1363515,2065036,3380933,6393756,9238229
422,34.64,51.77,218617,339523,498904,685179,956562,1370358,2079188,3391430,6412524,9246050
423,34.64,51.75,217087,340199,500000,685867,957233,1377270,2080772,3406237,6423838,9364961
424,34.63,51.78,215036,342934,499634,684492,960600,1373114,2083948,3393538,6401250,9214848
425,34.63,51.76,215443,340199,501101,683806,953889,1371735,2069732,3385124,6405004,9277463
426,34.62,51.78,218337,340539,497087,681758,951231,1375882,2080772,3416892,6412524,9293250
427,34.61,51.80,218197,342246,500734,684492,958577,1382849,2087134,3399876,6438986,9364961
428,34.62,51.79,219319,343624,501101,684492,963311,1377270,2090329,3414756,6442784,9364961
429,34.62,51.80,218337,342246,498176,687248,960600,1374497,2083948,3406237,6473330,9293250
430,34.60,51.81,215579,343279,502207,687248,958577,1374497,2093534,3440571,6481012,9381048
431,34.59,51.80,216536,343279,505554,688635,964673,1388475,2106454,3462384,6515808,9429640
432,34.61,51.81,220310,342934,501101,694237,963992,1385656,2112974,3438405,6446586,9381048
433,34.59,51.79,216949,341903,505929,694237,968093,1387064,2095141,3440571,6527490,9486972
434,34.60,51.82,220880,346063,504061,690027,966722,1388475,2112974,3468982,6594486,9470520
435,34.60,51.83,220452,344665,505554,694944,966038,1391304,2106454,3440571,6527490,9470520
436,34.61,51.83,217364,344665,502947,692126,959925,1388475,2104830,3444912,6504168,9340935
437,34.62,51.82,219460,344665,502947,694237,964673,1391304,2104830,3431923,6504168,9454126
438,34.63,51.82,218617,343624,503689,691425,964673,1381450,2108080,3442740,6488713,9389112
439,34.62,51.80,217364,347826,504806,690725,970156,1387064,2103209,3453626,6500298,9437788
440,34.62,51.82,219460,344665,505929,691425,965355,1384251,2096749,3427615,6477170,9421507
441,34.61,51.80,221023,343279,505929,694237,968093,1394146,2108080,3451443,6519698,9437788
442,34.61,51.84,219742,345712,505554,694944,971537,1389888,2117890,3466780,6531394,9570093
443,34.62,51.85,217641,345013,509326,694944,969467,1399863,2119534,3457999,6566734,9528351
444,34.59,51.82,217780,346766,509706,697785,979202,1402740,2134445,3475604,6646653,9536671
445,34.59,51.81,221597,346414,509706,698499,974310,1405628,2121181,3475604,6666938,9570093
446,34.62,51.82,223191,345363,508946,696362,978500,1404182,2121181,3475604,6606452,9578486
447,34.62,51.80,219319,346414,506680,694237,977799,1407077,2131114,3502352,6594486,9553353
448,34.63,51.80,220737,346414,507811,698499,976400,1402740,2126136,3484475,6618461,9561716
449,34.63,51.77,221310,348181,507056,695652,977799,1418774,2131114,3471186,6606452,9578486
450,34.63,51.79,219460,349250,509706,701370,980608,1408528,2132778,3475604,6618461,9620669
451,34.63,51.80,221166,347472,510851,699932,979904,1409983,2114610,3482253,6662871,9620669
452,34.62,51.80,221453,349607,510469,699932,972922,1404182,2126136,3515880,6614453,9654685
453,34.63,51.81,219742,347119,508567,701370,984142,1417301,2121181,3509102,6626492,9570093
454,34.64,51.79,218897,347119,508189,696362,973615,1411440,2129452,3518145,6590507,9570093
455,34.65,51.81,218897,347826,512769,700650,977099,1404182,2127792,3484475,6574639,9553353
456,34.65,51.81,220595,351769,510087,695652,981313,1405628,2134445,3504599,6614453,9595315
457,34.64,51.80,223923,349250,510851,697073,979904,1408528,2132778,3500107,6638574,9545004
458,34.65,51.78,220737,348893,508189,697785,984142,1417301,2147876,3529513,6675086,9697544
459,34.66,51.77,220880,348181,514314,699215,989133,1424696,2144502,3497865,6626492,9629151
460,34.67,51.78,223483,349250,509706,699932,981313,1411440,2144502,3504599,6547053,9561716
461,34.65,51.78,220168,348893,513541,699932,979202,1412901,2142820,3502352,6679168,9612203
462,34.65,51.76,220880,347472,508189,702814,980608,1412901,2139462,3522683,6679168,9612203
463,34.62,51.75,221885,350325,513541,704264,984142,1424696,2161478,3540955,6695546,9714794
464,34.60,51.79,221597,352496,515869,705720,985563,1423211,2164905,3543252,6716130,9766915
465,34.60,51.81,221310,350685,516650,707182,989133,1435179,2152957,3529513,6724400,9697544
466,34.58,51.85,221166,350325,517041,710864,992729,1435179,2173521,3589834,6761866,9846154
467,34.57,51.84,222174,354325,517041,709387,1000000,1432168,2182206,3589834,6803986,9926689
468,34.59,51.84,223191,352860,518219,713092,1002202,1436689,2183951,3575731,6791296,9828434
